a,b,theta,z,status
7.1,4.9,35,1.3,NotYet
7.2,4.9,40,1.3,NotYet
7.3,4.9,45,1.3,NotYet
7.8,4.7,50,1.3,NotYet
8.2,4.5,55,1.3,NotYet
7.1,4.9,35,-1.3,NotYet
7.2,4.9,40,-1.3,NotYet
7.3,4.9,45,-1.3,NotYet
7.8,4.7,50,-1.3,NotYet
8.2,4.5,55,-1.3,NotYet
