a,b,theta,z,status
4.1,8.6,0,1.3,NotYet
4.1,8.6,5,1.3,NotYet
4.1,8.6,10,1.3,NotYet
4.1,8.5,15,1.3,NotYet
4.1,8.4,20,1.3,NotYet
4.2,8.2,25,1.3,NotYet
4.4,7.9,30,1.3,NotYet
4.6,7.5,35,1.3,NotYet
4.7,7.2,40,1.3,NotYet
4.8,7.1,45,1.3,NotYet
4.8,7.2,50,1.3,NotYet
4.8,7.4,55,1.3,NotYet
4.8,7.5,60,1.3,NotYet
4.7,7.7,65,1.3,NotYet
4.6,7.8,70,1.3,NotYet
4.6,7.9,75,1.3,NotYet
4.5,8.0,80,1.3,NotYet
4.5,8.0,85,1.3,NotYet
4.5,8.0,90,1.3,NotYet
