a,b,theta,status
4.2,8.3,5,NotYet
7.6,4.2,5,NotYet
4.1,8.2,15,NotYet
7.6,4.3,15,NotYet
4.1,7.9,25,NotYet
7.4,4.6,25,NotYet
4.6,7.4,35,NotYet
7.0,4.8,35,NotYet
4.8,7.1,45,NotYet
7.6,4.8,45,NotYet
4.8,7.6,55,NotYet
8.5,4.6,55,NotYet
4.6,8.0,65,NotYet
9.1,4.1,65,NotYet
4.3,8.2,75,NotYet
9.4,4.1,75,NotYet
4.2,8.3,85,NotYet
9.6,4.2,85,NotYet
