theta,a1,z1,a2,b2,z2,status
0,3.9,1.3,1.6,4.4,0.0,NotYet
5,3.9,1.3,-1.1,4.4,0.0,NotYet
10,3.9,1.3,-1.3,4.4,0.0,NotYet
20,4.1,0.0,-1.7,4.2,0.0,NotYet
