cx,cy,cz,theta1,theta2,a1,z1,a2,b2,z2,E,status,machine_type,file_name,E1,E2,E3,E4
1.7,1.6,8.1,180,0,3.8,1.3,1.2,4.4,0.0,-2.7907032601651736,Done,1,C5_theta1=180_theta2=0_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=1.7_cy=1.6_cz=8.1.log,-0.6133420792466495,-1.010312435333617,-0.6624277939554304,-0.5046209516294766
1.7,1.6,8.2,180,0,3.8,1.3,1.2,4.4,0.0,-2.804514127754373,Done,2,C5_theta1=180_theta2=0_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=1.7_cy=1.6_cz=8.2.log,-0.5851775479095522,-1.0342845723498613,-0.6660937073756941,-0.5189583001192659
1.7,1.6,8.3,180,0,3.8,1.3,1.2,4.4,0.0,-2.753966314703576,Done,2,C5_theta1=180_theta2=0_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=1.7_cy=1.6_cz=8.3.log,-0.553835933416849,-1.0317582170828246,-0.6462669014290441,-0.5221052627748577
1.7,1.7,8.1,180,0,3.8,1.3,1.2,4.4,0.0,-2.8167035094520543,Done,2,C5_theta1=180_theta2=0_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=1.7_cy=1.7_cz=8.1.log,-0.6113993082544766,-1.0703714174451306,-0.6377785736112855,-0.4971542101411614
1.7,1.7,8.2,180,0,3.8,1.3,1.2,4.4,0.0,-2.837014753196854,Done,1,C5_theta1=180_theta2=0_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=1.7_cy=1.7_cz=8.2.log,-0.5773054349410813,-1.078115518350387,-0.6626907206373289,-0.5189030792680569
1.7,1.7,8.3,180,0,3.8,1.3,1.2,4.4,0.0,-2.789223591564223,Done,1,C5_theta1=180_theta2=0_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=1.7_cy=1.7_cz=8.3.log,-0.5418812404095661,-1.06260786371422,-0.6571065091702621,-0.5276279782701749
0.9,2.3,8.2,0,0,3.8,1.3,1.2,4.4,0.0,-2.03568511067715,Done,1,C5_theta1=0_theta2=0_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=0.9_cy=2.3_cz=8.2.log,-0.5504674597468693,-0.7049899147095857,-0.4139896823471645,-0.3662380538735306
0.9,2.3,8.3,0,0,3.8,1.3,1.2,4.4,0.0,-2.096254258445697,Done,2,C5_theta1=0_theta2=0_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=0.9_cy=2.3_cz=8.3.log,-0.5679956965759629,-0.6754442339006346,-0.5089658308861544,-0.3438484970829449
0.9,2.3,8.4,0,0,3.8,1.3,1.2,4.4,0.0,-2.090640553913545,Done,2,C5_theta1=0_theta2=0_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=0.9_cy=2.3_cz=8.4.log,-0.5642877399805002,-0.6446479255973827,-0.5590329712285893,-0.3226719171070726
1.0,2.3,8.2,0,0,3.8,1.3,1.2,4.4,0.0,-2.052326048375108,Done,2,C5_theta1=0_theta2=0_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=1.0_cy=2.3_cz=8.2.log,-0.5497370380908251,-0.6943410700187087,-0.409726379395579,-0.3985215608699946
1.0,2.3,8.3,0,0,3.8,1.3,1.2,4.4,0.0,-2.1172325452498626,Done,1,C5_theta1=0_theta2=0_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=1.0_cy=2.3_cz=8.3.log,-0.5627409278531559,-0.6736489277682267,-0.5070287075068336,-0.3738139821216464
1.0,2.3,8.4,0,0,3.8,1.3,1.2,4.4,0.0,-2.11523078836035,Done,1,C5_theta1=0_theta2=0_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=1.0_cy=2.3_cz=8.4.log,-0.5561345025780611,-0.6500482766859932,-0.558862288526143,-0.3501857205701526
1.1,2.1,8.2,0,0,3.8,1.3,1.2,4.4,0.0,-2.0192625464551384,Done,2,C5_theta1=0_theta2=0_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=1.1_cy=2.1_cz=8.2.log,-0.4919339544430841,-0.5769163787335856,-0.5521742869605077,-0.3982379263179609
1.1,2.1,8.3,0,0,3.8,1.3,1.2,4.4,0.0,-2.0955081489955774,Done,2,C5_theta1=0_theta2=0_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=1.1_cy=2.1_cz=8.3.log,-0.5357937658991432,-0.5973154738021549,-0.5889074673468713,-0.373491441947408
1.1,2.1,8.4,0,0,3.8,1.3,1.2,4.4,0.0,-2.1064318431308493,Done,2,C5_theta1=0_theta2=0_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=1.1_cy=2.1_cz=8.4.log,-0.5498926605941961,-0.6084167532535503,-0.5982994094956666,-0.3498230197874363
1.1,2.2,8.2,0,0,3.8,1.3,1.2,4.4,0.0,-2.0597275288018864,Done,1,C5_theta1=0_theta2=0_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=1.1_cy=2.2_cz=8.2.log,-0.5264834000408882,-0.6255553063674597,-0.4920669865823583,-0.41562183581118
1.1,2.2,8.3,0,0,3.8,1.3,1.2,4.4,0.0,-2.127607167989481,Done,2,C5_theta1=0_theta2=0_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=1.1_cy=2.2_cz=8.3.log,-0.5507052860339172,-0.6307291263074148,-0.5564193920727121,-0.3897533635754371
1.1,2.2,8.4,0,0,3.8,1.3,1.2,4.4,0.0,-2.130574662820436,Done,2,C5_theta1=0_theta2=0_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=1.1_cy=2.2_cz=8.4.log,-0.5516584737051744,-0.6289206424844451,-0.5850200428685639,-0.3649755037622526
1.1,2.3,8.2,0,0,3.8,1.3,1.2,4.4,0.0,-2.048461841826793,Done,2,C5_theta1=0_theta2=0_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=1.1_cy=2.3_cz=8.2.log,-0.54848390063853,-0.6599058312567649,-0.4071560984739335,-0.4329160114575643
1.1,2.3,8.3,0,0,3.8,1.3,1.2,4.4,0.0,-2.121045295993099,Done,1,C5_theta1=0_theta2=0_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=1.1_cy=2.3_cz=8.3.log,-0.5566829462914029,-0.6526041249162517,-0.5058389485493535,-0.4059192762360908
1.1,2.3,8.4,0,0,3.8,1.3,1.2,4.4,0.0,-2.126119341875892,Done,1,C5_theta1=0_theta2=0_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=1.1_cy=2.3_cz=8.4.log,-0.5470418826880632,-0.6402691608382156,-0.5587305114459014,-0.3800777869037119
2.5,3.3,8.7,0,180,3.8,1.3,1.2,4.4,0.0,-2.070078306249343,Done,1,C5_theta1=0_theta2=180_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=2.5_cy=3.3_cz=8.7.log,-0.2022853786183986,-0.5241540829010773,-0.4530477872758638,-0.890591057454003
2.5,3.3,8.8,0,180,3.8,1.3,1.2,4.4,0.0,-2.081531618750887,Done,2,C5_theta1=0_theta2=180_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=2.5_cy=3.3_cz=8.8.log,-0.1853024479351006,-0.6013365579128731,-0.451994825474685,-0.8428977874282282
2.5,3.3,8.9,0,180,3.8,1.3,1.2,4.4,0.0,-2.0438050900993403,Done,2,C5_theta1=0_theta2=180_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=2.5_cy=3.3_cz=8.9.log,-0.1696805865212809,-0.6403601497877389,-0.4383803685486782,-0.7953839852416422
2.5,3.4,8.7,0,180,3.8,1.3,1.2,4.4,0.0,-2.108528981509153,Done,2,C5_theta1=0_theta2=180_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=2.5_cy=3.4_cz=8.7.log,-0.192745344073046,-0.58940571025596,-0.4439244194072671,-0.8824535077728797
2.5,3.4,8.8,0,180,3.8,1.3,1.2,4.4,0.0,-2.102883274055785,Done,1,C5_theta1=0_theta2=180_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=2.5_cy=3.4_cz=8.8.log,-0.1766697928833309,-0.6342400447465479,-0.451509760285262,-0.8404636761406437
2.5,3.4,8.9,0,180,3.8,1.3,1.2,4.4,0.0,-2.0530414097884204,Done,1,C5_theta1=0_theta2=180_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=2.5_cy=3.4_cz=8.9.log,-0.1620977557031437,-0.64986253369716,-0.4433477376878727,-0.797733382700244
2.5,3.5,8.7,0,180,3.8,1.3,1.2,4.4,0.0,-2.1060766724694986,Done,2,C5_theta1=0_theta2=180_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=2.5_cy=3.5_cz=8.7.log,-0.183398582652444,-0.6269885392102879,-0.4318680697469972,-0.8638214808597695
2.5,3.5,8.8,0,180,3.8,1.3,1.2,4.4,0.0,-2.0936921351240017,Done,2,C5_theta1=0_theta2=180_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=2.5_cy=3.5_cz=8.8.log,-0.1683107322023715,-0.6469703401089646,-0.448950774531113,-0.8294602882815525
2.5,3.5,8.9,0,180,3.8,1.3,1.2,4.4,0.0,-2.039687369397143,Done,2,C5_theta1=0_theta2=180_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=2.5_cy=3.5_cz=8.9.log,-0.1549159037240315,-0.6448970470519271,-0.4468166129372548,-0.7930578056839295
2.6,3.3,8.9,0,180,3.8,1.3,1.2,4.4,0.0,-2.0499502954771742,Done,1,C5_theta1=0_theta2=180_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=2.6_cy=3.3_cz=8.9.log,-0.1628526501881424,-0.6429567861778196,-0.4385410110990051,-0.8055998480122071
2.6,3.4,8.9,0,180,3.8,1.3,1.2,4.4,0.0,-2.055275972787058,Done,1,C5_theta1=0_theta2=180_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=2.6_cy=3.4_cz=8.9.log,-0.1558571687201038,-0.6562669007398654,-0.4456513268814888,-0.7975005764456
2.6,3.5,8.9,0,180,3.8,1.3,1.2,4.4,0.0,-2.034848639770644,Done,1,C5_theta1=0_theta2=180_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=2.6_cy=3.5_cz=8.9.log,-0.1492174854211043,-0.6538127091189381,-0.451398690987844,-0.7804197542427573
2.7,3.3,8.9,0,180,3.8,1.3,1.2,4.4,0.0,-2.031701677158708,Done,2,C5_theta1=0_theta2=180_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=2.7_cy=3.3_cz=8.9.log,-0.1562424598669167,-0.6440216706250794,-0.4351242191332858,-0.7963133275334258
2.7,3.4,8.9,0,180,3.8,1.3,1.2,4.4,0.0,-2.028286140237469,Done,2,C5_theta1=0_theta2=180_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=2.7_cy=3.4_cz=8.9.log,-0.1498142474447377,-0.6612060319457669,-0.4438528832688462,-0.7734129775781184
2.7,3.5,8.9,0,180,3.8,1.3,1.2,4.4,0.0,-1.9953857909713408,Done,2,C5_theta1=0_theta2=180_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=2.7_cy=3.5_cz=8.9.log,-0.1436514717352111,-0.6613503592961933,-0.4513528827519621,-0.739031077187974
1.4,1.6,8.0,180,0,3.8,1.3,1.2,4.4,0.0,-2.827015381277306,Done,1,C5_theta1=180_theta2=0_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=1.4_cy=1.6_cz=8.0.log,-0.5013905301457271,-1.190872162755113,-0.6152804575685877,-0.5194722308078781
1.4,1.6,8.1,180,0,3.8,1.3,1.2,4.4,0.0,-2.8630074723041616,Done,1,C5_theta1=180_theta2=0_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=1.4_cy=1.6_cz=8.1.log,-0.5248098308220506,-1.16743403673172,-0.6617262377403677,-0.5090373670100234
1.4,1.6,8.2,180,0,3.8,1.3,1.2,4.4,0.0,-2.827344196586637,Done,1,C5_theta1=180_theta2=0_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=1.4_cy=1.6_cz=8.2.log,-0.5335328473884147,-1.1284719408140518,-0.6708163476432674,-0.494523060740903
1.4,1.7,8.0,180,0,3.8,1.3,1.2,4.4,0.0,-2.8242047640960664,Done,2,C5_theta1=180_theta2=0_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=1.4_cy=1.7_cz=8.0.log,-0.5610253155173268,-1.180428513820516,-0.5520676102896687,-0.5306833244685549
1.4,1.7,8.1,180,0,3.8,1.3,1.2,4.4,0.0,-2.868254083499778,Done,2,C5_theta1=180_theta2=0_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=1.4_cy=1.7_cz=8.1.log,-0.562826269218931,-1.1504674213356338,-0.6326675046875607,-0.5222928882576525
1.4,1.7,8.2,180,0,3.8,1.3,1.2,4.4,0.0,-2.836109883763129,Done,2,C5_theta1=180_theta2=0_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=1.4_cy=1.7_cz=8.2.log,-0.5547627657069825,-1.1070751048391685,-0.6651631100394297,-0.5091089031775482
1.4,1.8,8.0,180,0,3.8,1.3,1.2,4.4,0.0,-2.760077007143991,Done,2,C5_theta1=180_theta2=0_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=1.4_cy=1.8_cz=8.0.log,-0.5989614325808361,-1.1592575814574957,-0.461012144194683,-0.5408458489109762
1.4,1.8,8.1,180,0,3.8,1.3,1.2,4.4,0.0,-2.827192966651637,Done,1,C5_theta1=180_theta2=0_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=1.4_cy=1.8_cz=8.1.log,-0.5844590489577968,-1.123852839722531,-0.5842883662262466,-0.5345927117450628
1.4,1.8,8.2,180,0,3.8,1.3,1.2,4.4,0.0,-2.809859257919016,Done,2,C5_theta1=180_theta2=0_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=1.4_cy=1.8_cz=8.2.log,-0.5639444919943344,-1.077065066609066,-0.64599644462578,-0.522853254689835
1.5,1.6,8.0,180,0,3.8,1.3,1.2,4.4,0.0,-2.8606022265157662,Done,1,C5_theta1=180_theta2=0_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=1.5_cy=1.6_cz=8.0.log,-0.5653883925406262,-1.1546146348991897,-0.6179360799433198,-0.5226631191326305
1.5,1.7,8.0,180,0,3.8,1.3,1.2,4.4,0.0,-2.853008728037821,Done,1,C5_theta1=180_theta2=0_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=1.5_cy=1.7_cz=8.0.log,-0.6029197656316683,-1.165445457532769,-0.5565712495008484,-0.5280722553725354
1.5,1.8,8.0,180,0,3.8,1.3,1.2,4.4,0.0,-2.7843064232438337,Done,2,C5_theta1=180_theta2=0_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=1.5_cy=1.8_cz=8.0.log,-0.6234650705591775,-1.1613484447589144,-0.4675671136646997,-0.531925794261042
1.5,1.8,8.1,180,0,3.8,1.3,1.2,4.4,0.0,-2.8635728588851634,Done,2,C5_theta1=180_theta2=0_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=1.5_cy=1.8_cz=8.1.log,-0.5989237819449045,-1.1402327332471032,-0.5871140437666327,-0.5373022999265231
1.5,1.8,8.2,180,0,3.8,1.3,1.2,4.4,0.0,-2.8543566195003223,Done,2,C5_theta1=180_theta2=0_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=1.5_cy=1.8_cz=8.2.log,-0.570691479544621,-1.1029718169593252,-0.6462738039845135,-0.5344195190118626
1.6,1.6,8.0,180,0,3.8,1.3,1.2,4.4,0.0,-2.8186657332407776,Done,2,C5_theta1=180_theta2=0_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=1.6_cy=1.6_cz=8.0.log,-0.6099271698039956,-1.0770970696175937,-0.6212989060149994,-0.510342587804189
1.6,1.7,8.0,180,0,3.8,1.3,1.2,4.4,0.0,-2.816210286677233,Done,1,C5_theta1=180_theta2=0_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=1.6_cy=1.7_cz=8.0.log,-0.6297414255532203,-1.117447845172137,-0.5623273988021538,-0.5066936171497218
1.6,1.8,8.0,180,0,3.8,1.3,1.2,4.4,0.0,-2.7505696030857507,Done,1,C5_theta1=180_theta2=0_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=1.6_cy=1.8_cz=8.0.log,-0.6365524190769065,-1.1371303237974644,-0.4761715307831764,-0.5007153294282034
1.6,1.8,8.1,180,0,3.8,1.3,1.2,4.4,0.0,-2.854015881574014,Done,1,C5_theta1=180_theta2=0_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=1.6_cy=1.8_cz=8.1.log,-0.604449634993216,-1.1355044454103336,-0.5907554842706304,-0.5233063168998342
1.6,1.8,8.2,180,0,3.8,1.3,1.2,4.4,0.0,-2.862352351949085,Done,2,C5_theta1=180_theta2=0_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=1.6_cy=1.8_cz=8.2.log,-0.5704398480302189,-1.111608864594018,-0.6465812839451246,-0.533722355379723
2.4,3.3,8.6,0,180,3.8,1.3,1.2,4.4,0.0,-1.9746704308636247,Done,2,C5_theta1=0_theta2=180_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=2.4_cy=3.3_cz=8.6.log,-0.2308339460869319,-0.4212317752535455,-0.3934437499119667,-0.9291609596111812
2.4,3.3,8.7,0,180,3.8,1.3,1.2,4.4,0.0,-2.050820651871618,Done,2,C5_theta1=0_theta2=180_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=2.4_cy=3.3_cz=8.7.log,-0.2109719995351042,-0.5359782538434956,-0.4285184213949833,-0.8753519770980347
2.4,3.3,8.8,0,180,3.8,1.3,1.2,4.4,0.0,-2.059182222612435,Done,1,C5_theta1=0_theta2=180_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=2.4_cy=3.3_cz=8.8.log,-0.1931080448557622,-0.6038572655816097,-0.4397370451479219,-0.8224798670271412
2.4,3.4,8.6,0,180,3.8,1.3,1.2,4.4,0.0,-2.027957325088209,Done,1,C5_theta1=0_theta2=180_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=2.4_cy=3.4_cz=8.6.log,-0.2192789769324008,-0.5191885962995002,-0.3609431245131418,-0.9285466273431666
2.4,3.4,8.7,0,180,3.8,1.3,1.2,4.4,0.0,-2.0852326727181207,Done,1,C5_theta1=0_theta2=180_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=2.4_cy=3.4_cz=8.7.log,-0.2008521457901224,-0.5929862822813448,-0.4125984926358796,-0.8787957520107739
2.4,3.4,8.8,0,180,3.8,1.3,1.2,4.4,0.0,-2.0793052133522,Done,2,C5_theta1=0_theta2=180_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=2.4_cy=3.4_cz=8.8.log,-0.1839702442812267,-0.6310704917414114,-0.4349428687710315,-0.82932160855853
2.4,3.5,8.6,0,180,3.8,1.3,1.2,4.4,0.0,-2.032851275522262,Done,2,C5_theta1=0_theta2=180_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=2.4_cy=3.5_cz=8.6.log,-0.2081952677690424,-0.582553301093867,-0.3239030916884076,-0.9181996149709448
2.4,3.5,8.7,0,180,3.8,1.3,1.2,4.4,0.0,-2.0832258957671,Done,2,C5_theta1=0_theta2=180_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=2.4_cy=3.5_cz=8.7.log,-0.1909550580312498,-0.6246334941824898,-0.3934456324495841,-0.8741917111037765
2.4,3.5,8.8,0,180,3.8,1.3,1.2,4.4,0.0,-2.0723160068737343,Done,1,C5_theta1=0_theta2=180_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=2.4_cy=3.5_cz=8.8.log,-0.175046424526954,-0.6398512391315307,-0.427878361166222,-0.8295399820490275
2.5,3.3,8.6,0,180,3.8,1.3,1.2,4.4,0.0,-1.991329566342756,Done,1,C5_theta1=0_theta2=180_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=2.5_cy=3.3_cz=8.6.log,-0.2209142679930664,-0.3966685238410719,-0.4358615433739032,-0.9378852311347146
2.5,3.4,8.6,0,180,3.8,1.3,1.2,4.4,0.0,-2.0530909830413293,Done,2,C5_theta1=0_theta2=180_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=2.5_cy=3.4_cz=8.6.log,-0.2101719242637045,-0.5062744405004196,-0.4136282365361694,-0.9230163817410356
2.5,3.5,8.6,0,180,3.8,1.3,1.2,4.4,0.0,-2.0606606362271123,Done,1,C5_theta1=0_theta2=180_a1=3.8_z1=1.3_a2=1.2_b2=4.4_z2=0.0_cx=2.5_cy=3.5_cz=8.6.log,-0.19977973119239323,-0.5781632411235478,-0.3872885043383576,-0.8954291595728137
