atom,x,y,z
H,8.567996708491712e-05,0.3255974950079987,3.4628849149484884
C,-9.595164751992782e-06,-0.3000261474294507,2.5571661998658297
C,3.263123950786208e-05,0.5487115168328438,1.283013266216784
C,-4.718100839809054e-06,-0.2891474605596779,3.591621465901736e-07
C,-3.3421755487987955e-05,0.5487119192275326,-1.283017691980519
C,1.3649386877890027e-05,-0.300024370859347,-2.5571668980639326
H,0.888258777030974,-0.9510410752593452,2.600314350356054
H,-0.8884057980478604,-0.9508620542762704,2.6003762114594324
H,0.8820725530625133,1.2140923352001192,1.2802925964217011
H,-0.8819453517175833,1.2141748842123317,1.2802899315270213
H,0.8825650780173299,-0.956078717192847,-2.3751052315508757e-05
H,-0.8825809567059297,-0.9560700871629442,2.0414717967062503e-05
H,-0.8820716410912007,1.2140960328779176,-1.2802949722340524
H,0.8819457024159418,1.2141746747245907,-1.280282987693259
H,-7.454624438143214e-05,0.3255980335827723,-3.462886226663041
H,0.8884073309955777,-0.9508663966432938,-2.6003686288313865
H,-0.8882553732877801,-0.9510405822829366,-2.6003170881569417
