a,b,theta,status
4.2,8.3,0,NotYet
7.6,4.2,0,NotYet
4.1,8.3,10,NotYet
7.6,4.2,10,NotYet
4.0,8.1,20,NotYet
7.5,4.5,20,NotYet
4.4,7.7,30,NotYet
7.3,4.7,30,NotYet
4.7,7.0,40,NotYet
7.2,4.8,40,NotYet
4.8,7.4,50,NotYet
8.1,4.7,50,NotYet
4.7,7.8,60,NotYet
8.8,4.4,60,NotYet
4.5,8.1,70,NotYet
9.3,4.0,70,NotYet
4.2,8.3,80,NotYet
9.5,4.1,80,NotYet
4.2,8.3,90,NotYet
9.6,4.2,90,NotYet
