x,y,z,status
0.2,4.4,1.3,NotYet
0.3,4.4,-1.3,NotYet
0.3,4.4,0.0,NotYet
0.3,4.4,1.3,NotYet
0.4,4.4,-1.3,NotYet
0.4,4.4,0.0,NotYet
0.4,4.4,1.3,NotYet
0.5,4.4,-1.3,NotYet
0.5,4.4,0.0,NotYet
0.5,4.4,1.3,NotYet
0.6,4.4,-1.3,NotYet
0.6,4.4,0.0,NotYet
0.6,4.4,1.3,NotYet
0.7,4.4,-1.3,NotYet
0.7,4.4,0.0,NotYet
0.7,4.4,1.3,NotYet
0.8,4.4,-1.3,NotYet
0.8,4.4,0.0,NotYet
0.8,4.4,1.3,NotYet
0.9,4.4,-1.3,NotYet
0.9,4.4,0.0,NotYet
0.9,4.4,1.3,NotYet
1.0,4.4,-1.3,NotYet
1.0,4.4,0.0,NotYet
1.0,4.4,1.3,NotYet
1.1,4.4,-1.3,NotYet
1.1,4.4,0.0,NotYet
1.1,4.4,1.3,NotYet
1.2,4.4,-1.3,NotYet
1.2,4.4,0.0,NotYet
1.2,4.4,1.3,NotYet
1.3,4.4,-1.3,NotYet
1.3,4.4,0.0,NotYet
1.3,4.4,1.3,NotYet
1.4,4.4,-1.3,NotYet
1.4,4.4,0.0,NotYet
1.4,4.4,1.3,NotYet
1.5,4.4,-1.3,NotYet
1.5,4.4,0.0,NotYet
1.5,4.4,1.3,NotYet
1.6,4.4,-1.3,NotYet
1.6,4.4,0.0,NotYet
1.6,4.4,1.3,NotYet
1.7,4.4,-1.3,NotYet
1.7,4.4,0.0,NotYet
1.7,4.4,1.3,NotYet
1.8,4.4,-1.3,NotYet
1.8,4.4,0.0,NotYet
1.8,4.4,1.3,NotYet
1.9,4.4,-1.3,NotYet
1.9,4.4,0.0,NotYet
1.9,4.4,1.3,NotYet
2.0,4.4,-1.3,NotYet
2.0,4.4,0.0,NotYet
2.0,4.4,1.3,NotYet
2.1,4.4,-1.3,NotYet
2.1,4.4,0.0,NotYet
2.1,4.4,1.3,NotYet
2.2,4.4,-1.3,NotYet
2.2,4.4,0.0,NotYet
2.2,4.4,1.3,NotYet
2.3,4.4,-1.3,NotYet
2.3,4.4,0.0,NotYet
2.3,4.4,1.3,NotYet
2.4,4.4,-1.3,NotYet
2.4,4.4,0.0,NotYet
2.4,4.4,1.3,NotYet
2.5,4.4,-1.3,NotYet
2.5,4.4,0.0,NotYet
2.5,4.4,1.3,NotYet
2.6,4.4,-1.3,NotYet
2.6,4.4,0.0,NotYet
2.6,4.4,1.3,NotYet
2.7,4.4,-1.3,NotYet
2.7,4.4,0.0,NotYet
2.7,4.4,1.3,NotYet
2.8,4.4,-1.3,NotYet
2.8,4.4,0.0,NotYet
2.8,4.4,1.3,NotYet
2.9,4.4,-1.3,NotYet
2.9,4.4,0.0,NotYet
2.9,4.4,1.3,NotYet
3.0,4.4,-1.3,NotYet
3.0,4.4,0.0,NotYet
3.0,4.4,1.3,NotYet
3.1,4.4,-1.3,NotYet
3.1,4.4,0.0,NotYet
3.1,4.4,1.3,NotYet
3.2,4.4,-1.3,NotYet
3.2,4.4,0.0,NotYet
3.2,4.4,1.3,NotYet
3.3,4.4,-1.3,NotYet
3.3,4.4,0.0,NotYet
3.3,4.4,1.3,NotYet
3.4,4.4,-1.3,NotYet
3.4,4.4,0.0,NotYet
3.4,4.4,1.3,NotYet
3.5,4.4,-1.3,NotYet
3.5,4.4,0.0,NotYet
3.5,4.4,1.3,NotYet
3.6,4.4,-1.3,NotYet
3.6,4.4,0.0,NotYet
3.6,4.4,1.3,NotYet
3.7,4.4,-1.3,NotYet
3.7,4.4,0.0,NotYet
3.7,4.4,1.3,NotYet
3.8,4.4,-1.3,NotYet
3.8,4.4,0.0,NotYet
3.8,4.4,1.3,NotYet
3.9,4.4,-1.3,NotYet
3.9,4.4,0.0,NotYet
3.9,4.4,1.3,NotYet
4.0,4.4,-1.3,NotYet
4.0,4.4,0.0,NotYet
4.0,4.4,1.3,NotYet
4.1,4.4,-1.3,NotYet
4.1,4.4,0.0,NotYet
4.1,4.4,1.3,NotYet
4.2,4.4,-1.3,NotYet
4.2,4.4,0.0,NotYet
4.2,4.4,1.3,NotYet
4.3,4.4,-1.3,NotYet
4.3,4.4,0.0,NotYet
4.3,4.4,1.3,NotYet
4.4,4.4,-1.3,NotYet
4.4,4.4,0.0,NotYet
4.4,4.4,1.3,NotYet
4.5,4.4,-1.3,NotYet
4.5,4.4,0.0,NotYet
4.5,4.4,1.3,NotYet
4.6,4.4,-1.3,NotYet
4.6,4.4,0.0,NotYet
4.6,4.4,1.3,NotYet
4.7,4.4,-1.3,NotYet
4.7,4.4,0.0,NotYet
4.7,4.4,1.3,NotYet
4.8,4.4,-1.3,NotYet
4.8,4.4,0.0,NotYet
4.8,4.4,1.3,NotYet
4.9,4.4,-1.3,NotYet
4.9,4.4,0.0,NotYet
4.9,4.4,1.3,NotYet
5.0,4.4,-1.3,NotYet
5.0,4.4,0.0,NotYet
5.0,4.4,1.3,NotYet
5.1,4.4,-1.3,NotYet
5.1,4.4,0.0,NotYet
5.1,4.4,1.3,NotYet
5.2,4.4,-1.3,NotYet
5.2,4.4,0.0,NotYet
5.2,4.4,1.3,NotYet
5.3,4.4,-1.3,NotYet
5.3,4.4,0.0,NotYet
5.3,4.4,1.3,NotYet
5.4,4.4,-1.3,NotYet
5.4,4.4,0.0,NotYet
5.4,4.4,1.3,NotYet
5.5,4.4,-1.3,NotYet
5.5,4.4,0.0,NotYet
5.5,4.4,1.3,NotYet
5.6,4.4,-1.3,NotYet
5.6,4.4,0.0,NotYet
5.6,4.4,1.3,NotYet
5.7,4.4,-1.3,NotYet
5.7,4.4,0.0,NotYet
5.7,4.4,1.3,NotYet
5.8,4.4,-1.3,NotYet
5.8,4.4,0.0,NotYet
5.8,4.4,1.3,NotYet
5.9,4.4,-1.3,NotYet
5.9,4.4,0.0,NotYet
5.9,4.4,1.3,NotYet
6.0,4.4,-1.3,NotYet
6.0,4.4,0.0,NotYet
6.0,4.4,1.3,NotYet
