theta,a2,b2,z2,E2,machine_type,status,file_name
30,-2.4,3.9,0.0,-2.392797914144466,1,Done,C5_theta=30_a2=-2.4_b2=3.9_z2=0.0_2.log
30,-2.4,4.0,0.0,-2.379307704148232,1,Done,C5_theta=30_a2=-2.4_b2=4.0_z2=0.0_2.log
30,-2.3,3.8,0.0,-2.27879503488657,1,Done,C5_theta=30_a2=-2.3_b2=3.8_z2=0.0_2.log
30,-2.3,4.0,0.0,-2.3931166892143665,2,Done,C5_theta=30_a2=-2.3_b2=4.0_z2=0.0_2.log
30,-2.2,3.8,0.0,-2.177141552427201,2,Done,C5_theta=30_a2=-2.2_b2=3.8_z2=0.0_2.log
30,-2.2,3.9,0.0,-2.3286594895325834,2,Done,C5_theta=30_a2=-2.2_b2=3.9_z2=0.0_2.log
30,-2.2,4.0,0.0,-2.3895298420538893,1,Done,C5_theta=30_a2=-2.2_b2=4.0_z2=0.0_2.log
25,-2.1,3.9,0.0,-2.2571020141622284,1,Done,C5_theta=25_a2=-2.1_b2=3.9_z2=0.0_2.log
25,-2.1,4.0,0.0,-2.3666847129934467,2,Done,C5_theta=25_a2=-2.1_b2=4.0_z2=0.0_2.log
25,-2.1,4.1,0.0,-2.394561217253795,2,Done,C5_theta=25_a2=-2.1_b2=4.1_z2=0.0_2.log
25,-2.0,3.9,0.0,-2.157219364933553,2,Done,C5_theta=25_a2=-2.0_b2=3.9_z2=0.0_2.log
25,-1.9,3.9,0.0,-2.0269608391536167,1,Done,C5_theta=25_a2=-1.9_b2=3.9_z2=0.0_2.log
30,-2.1,3.8,0.0,-2.0383570482517825,1,Done,C5_theta=30_a2=-2.1_b2=3.8_z2=0.0_2.log
30,-2.1,3.9,0.0,-2.2575262109166943,1,Done,C5_theta=30_a2=-2.1_b2=3.9_z2=0.0_2.log
30,-2.1,4.0,0.0,-2.366557955974713,2,Done,C5_theta=30_a2=-2.1_b2=4.0_z2=0.0_2.log
